Scaffold,tRNA,rRNA,rRNAp,Mito,Plastid,GC-dev,GC-out,GC,Len,MD,PD,Organelle,Origin
NW_020442428.1,1,0,0,0,0,0.33,0,30.81,1302.42,0.0,0.0,0,GCF_000699045
NW_020442415.1,1,0,0,0,0,0.5,0,30.98,530.25,0.0,0.0,0,GCF_000699045
NW_020442386.1,0,0,0,8,2,0.46,0,30.02,110.36,0.72,0.18,0,GCF_000699045
NW_020442267.1,1,0,0,0,0,3.94,0,34.43,0.94,0.0,0.0,0,GCF_000699045
NW_020441312.1,1,0,0,0,0,0.77,0,31.25,2.32,0.0,0.0,0,GCF_000699045
NW_020440921.1,1,0,0,0,0,4.36,0,26.13,461.81,0.0,0.0,0,GCF_000699045
NW_020440374.1,1,0,0,0,0,2.05,0,28.44,374.02,0.0,0.0,0,GCF_000699045
NW_020439682.1,1,0,0,0,0,0.43,0,30.91,1314.95,0.0,0.0,0,GCF_000699045
NW_020439677.1,1,0,0,0,0,3.16,0,33.65,9.16,0.0,0.0,0,GCF_000699045
NW_020439543.1,1,0,0,0,0,2.83,0,33.31,10.67,0.0,0.0,0,GCF_000699045
NW_020439523.1,1,0,0,0,0,0.46,0,30.95,448.31,0.0,0.0,0,GCF_000699045
NW_020439447.1,1,0,0,0,0,0.81,0,31.29,479.44,0.0,0.0,0,GCF_000699045
NW_020439302.1,0,0,0,25,0,0.77,0,31.26,3646.89,0.07,0.0,0,GCF_000699045
NW_020439168.1,1,0,0,0,0,0.83,0,31.32,322.82,0.0,0.0,0,GCF_000699045
NW_020439104.1,1,0,0,0,0,0.52,0,29.96,343.1,0.0,0.0,0,GCF_000699045
NW_020439094.1,0,0,0,0,1,0.53,0,29.95,2126.03,0.0,0.0,0,GCF_000699045
NW_020439083.1,1,0,0,0,0,4.02,0,26.46,92.41,0.0,0.0,0,GCF_000699045
NW_020439053.1,1,0,0,0,0,0.48,0,30.01,2010.82,0.0,0.0,0,GCF_000699045
NW_020439045.1,1,0,0,0,0,0.02,0,30.51,428.89,0.0,0.0,0,GCF_000699045
NW_020439044.1,1,0,0,0,0,0.03,0,30.46,2173.21,0.0,0.0,0,GCF_000699045
NW_020439032.1,1,0,0,0,0,0.85,0,31.33,613.02,0.0,0.0,0,GCF_000699045
NW_020439030.1,1,0,0,0,0,0.33,0,30.81,2267.71,0.0,0.0,0,GCF_000699045
NW_020439017.1,1,0,0,0,0,0.53,0,31.01,525.65,0.0,0.0,0,GCF_000699045
NW_020439009.1,1,0,0,0,0,1.49,0,28.99,318.56,0.0,0.0,0,GCF_000699045
NW_020439002.1,1,0,0,6,0,0.37,0,30.86,328.73,0.18,0.0,0,GCF_000699045
NW_020439000.1,0,0,0,25,25,0.0,0,30.48,1586.7,0.16,0.16,0,GCF_000699045
NW_020438975.1,0,1,0,0,0,0.95,0,31.44,1315.2,0.0,0.0,0,GCF_000699045
NW_020438970.1,1,0,0,0,0,2.41,0,32.9,483.14,0.0,0.0,0,GCF_000699045
NW_020438965.1,1,0,0,0,0,3.21,0,27.27,360.43,0.0,0.0,0,GCF_000699045
NW_020438959.1,1,0,0,0,0,2.67,0,33.15,1042.77,0.0,0.0,0,GCF_000699045
NW_020438954.1,1,0,0,0,0,0.27,0,30.75,2312.85,0.0,0.0,0,GCF_000699045
NW_020438949.1,1,0,0,0,0,2.85,0,33.34,416.63,0.0,0.0,0,GCF_000699045
NW_020438938.1,1,0,0,0,0,1.72,0,32.2,1827.72,0.0,0.0,0,GCF_000699045
NW_020438934.1,1,0,0,0,0,1.44,0,29.04,1013.67,0.0,0.0,0,GCF_000699045
NW_020438911.1,1,0,0,0,0,3.31,0,33.8,796.9,0.0,0.0,0,GCF_000699045
NW_020438878.1,1,0,0,0,0,0.62,0,29.86,1039.33,0.0,0.0,0,GCF_000699045
NW_020438874.1,0,0,0,1,0,0.8,0,29.69,2259.44,0.0,0.0,0,GCF_000699045
NW_020438868.1,1,0,0,0,0,1.97,0,32.45,1347.38,0.0,0.0,0,GCF_000699045
NW_020438867.1,1,0,0,0,0,0.9,0,31.39,1087.95,0.0,0.0,0,GCF_000699045
NW_020438859.1,1,0,0,0,0,2.4,0,32.89,777.59,0.0,0.0,0,GCF_000699045
NC_014295.1,0,0,0,25,25,16.37,1,16.04,15.9,15.73,15.73,1,GCF_001442555
NW_016018524.1,0,0,0,25,0,12.47,1,44.89,3.39,73.68,0.0,0,GCF_001442555
NW_016018336.1,0,0,0,25,0,10.37,1,42.79,4.22,59.23,0.0,0,GCF_001442555
NW_016018070.1,0,0,0,25,0,11.14,1,43.55,5.17,48.39,0.0,0,GCF_001442555
NW_016019640.1,0,0,0,25,0,11.2,1,43.61,7.9,31.65,0.0,0,GCF_001442555
NW_016017899.1,0,0,0,9,13,8.39,0,24.03,5.6,16.07,23.21,0,GCF_001442555
NW_016019215.1,0,0,0,25,0,14.34,1,18.07,12.5,19.99,0.0,0,GCF_001442555
NW_016017708.1,0,0,0,25,0,5.55,0,37.96,6.2,40.32,0.0,0,GCF_001442555
NW_016017625.1,0,0,0,25,0,0.94,0,33.35,6.41,38.98,0.0,0,GCF_001442555
NW_016017500.1,0,0,0,25,0,2.15,0,30.26,6.76,37.0,0.0,0,GCF_001442555
NW_016019884.1,0,0,0,25,0,3.94,0,36.36,6.89,36.28,0.0,0,GCF_001442555
NW_016019869.1,0,0,0,25,0,5.2,0,37.61,6.96,35.93,0.0,0,GCF_001442555
NW_016019791.1,0,0,0,0,25,7.52,0,24.89,7.23,0.0,34.57,0,GCF_001442555
NW_016019176.1,0,0,0,25,0,7.21,0,39.63,14.25,17.54,0.0,0,GCF_001442555
NW_016017545.1,2,0,0,50,0,10.18,1,22.24,609.85,0.82,0.0,0,GCF_001442555
NW_016018211.1,0,1,1,25,0,12.02,1,20.4,297.69,0.84,0.0,0,GCF_001442555
NW_016017679.1,0,0,0,25,0,16.16,1,16.25,527.99,0.47,0.0,0,GCF_001442555
NW_016017507.1,0,0,0,9,0,6.69,0,39.11,6.74,13.35,0.0,0,GCF_001442555
NW_016018422.1,0,0,0,50,0,1.66,0,30.76,229.13,2.18,0.0,0,GCF_001442555
NW_016018456.1,0,0,0,14,0,12.09,1,20.32,217.26,0.64,0.0,0,GCF_001442555
NW_016017556.1,0,0,0,25,0,10.2,1,22.22,603.61,0.41,0.0,0,GCF_001442555
NW_016018122.1,0,0,0,54,0,10.09,1,22.32,2856.82,0.19,0.0,0,GCF_001442555
NW_016017900.1,2,0,0,155,0,0.39,0,32.81,3012.68,0.51,0.0,0,GCF_001442555
NW_016019519.1,0,0,0,85,0,1.47,0,30.94,960.82,0.88,0.0,0,GCF_001442555
NW_016019109.1,2,1,0,25,0,16.1,1,16.31,1680.83,0.15,0.0,0,GCF_001442555
NW_016019730.1,2,1,0,0,0,16.8,1,15.62,790.39,0.0,0.0,0,GCF_001442555
NW_016019197.1,2,0,0,86,0,2.88,0,29.54,1543.31,0.56,0.0,0,GCF_001442555
NW_016018522.1,0,0,0,25,17,0.44,0,31.98,201.64,1.24,0.84,0,GCF_001442555
NW_016019146.1,0,0,0,2,0,15.44,1,16.98,15.54,1.29,0.0,0,GCF_001442555
NW_016019686.1,0,1,0,50,0,3.23,0,29.18,834.77,0.6,0.0,0,GCF_001442555
NW_016019453.1,0,0,0,50,0,2.04,0,30.37,1040.29,0.48,0.0,0,GCF_001442555
NW_016019442.1,0,0,0,50,0,1.41,0,31.01,1054.45,0.47,0.0,0,GCF_001442555
NW_016018289.1,0,0,0,25,0,6.05,0,26.36,282.72,0.88,0.0,0,GCF_001442555
NW_016017984.1,0,1,0,3,0,5.98,0,38.4,5.38,5.58,0.0,0,GCF_001442555
NW_016017790.1,0,1,1,0,0,11.28,1,21.14,462.44,0.0,0.0,0,GCF_001442555
NW_016018256.1,0,0,0,25,0,5.53,0,37.94,292.01,0.86,0.0,0,GCF_001442555
NW_016018034.1,0,0,0,0,7,15.97,1,16.45,363.05,0.0,0.19,0,GCF_001442555
NW_016018455.1,0,0,0,72,0,2.53,0,34.95,2600.84,0.28,0.0,0,GCF_001442555
NW_016019774.1,2,0,0,82,0,4.03,0,36.45,3712.58,0.22,0.0,0,GCF_001442555
NW_016019797.1,1,0,0,0,0,17.33,1,15.08,767.82,0.0,0.0,0,GCF_001442555
NW_016018012.1,0,0,0,25,0,3.45,0,35.87,367.85,0.68,0.0,0,GCF_001442555
NW_016018344.1,1,0,0,67,0,0.51,0,31.91,2781.41,0.24,0.0,0,GCF_001442555
NW_016017568.1,0,0,0,31,0,6.24,0,26.18,599.2,0.52,0.0,0,GCF_001442555
NW_016019553.1,0,0,0,61,25,2.33,0,30.09,930.33,0.66,0.27,0,GCF_001442555
NW_016017601.1,1,0,0,0,0,15.05,1,17.36,580.69,0.0,0.0,0,GCF_001442555
NW_016019752.1,0,0,0,34,0,0.79,0,33.2,778.89,0.44,0.0,0,GCF_001442555
NW_016019108.1,12,0,0,2,0,3.28,0,35.69,5440.11,0.0,0.0,0,GCF_001442555
NW_016018900.1,13,1,0,0,0,0.87,0,33.29,1996.34,0.0,0.0,0,GCF_001442555
NW_016019342.1,1,0,0,0,0,13.91,1,18.51,1239.65,0.0,0.0,0,GCF_001442555
NW_016018011.1,2,0,0,64,0,8.53,0,23.89,2997.46,0.21,0.0,0,GCF_001442555
NW_016017734.1,0,0,0,25,0,3.81,0,36.22,479.47,0.52,0.0,0,GCF_001442555
NW_016019879.1,1,0,0,0,0,11.91,1,20.51,6.91,0.0,0.0,0,GCF_001442555
NW_016019874.1,1,0,0,0,0,11.11,1,21.3,677.08,0.0,0.0,0,GCF_001442555
NW_016019045.1,0,11,0,0,0,8.11,0,24.31,73.76,0.0,0.0,0,GCF_001442555
NW_016018733.1,1,0,0,0,0,11.73,1,20.69,2.19,0.0,0.0,0,GCF_001442555
NW_016018001.1,1,0,0,0,0,11.02,1,43.44,5.34,0.0,0.0,0,GCF_001442555
NW_016019852.1,0,0,0,27,0,1.16,0,33.57,703.97,0.38,0.0,0,GCF_001442555
NW_016019219.1,5,0,0,71,0,2.08,0,34.49,5058.22,0.14,0.0,0,GCF_001442555
NW_016017712.1,0,1,0,0,0,10.45,1,21.97,486.49,0.0,0.0,0,GCF_001442555
NW_016019744.1,1,0,0,0,0,9.45,1,41.87,7.42,0.0,0.0,0,GCF_001442555
NW_016019408.1,1,0,0,0,0,9.37,1,23.05,1099.2,0.0,0.0,0,GCF_001442555
NW_016018690.1,1,0,0,0,0,9.67,1,22.75,152.98,0.0,0.0,0,GCF_001442555
NW_016018233.1,0,0,0,50,0,1.43,0,33.84,2800.08,0.18,0.0,0,GCF_001442555
NW_016019564.1,0,0,0,28,0,0.87,0,33.29,902.7,0.31,0.0,0,GCF_001442555
NW_016019375.1,0,0,0,32,0,8.3,0,24.11,1170.83,0.27,0.0,0,GCF_001442555
NW_016019242.1,0,0,0,35,0,4.03,0,28.39,1421.63,0.25,0.0,0,GCF_001442555
NW_016017789.1,0,0,0,52,0,8.29,0,24.12,3061.54,0.17,0.0,0,GCF_001442555
NW_016019708.1,0,0,0,25,0,5.56,0,37.97,797.65,0.31,0.0,0,GCF_001442555
NW_016019664.1,0,0,0,25,0,2.31,0,30.1,838.88,0.3,0.0,0,GCF_001442555
NW_016019597.1,0,0,0,25,0,4.83,0,27.59,871.72,0.29,0.0,0,GCF_001442555
NW_016019364.1,7,0,0,0,0,0.22,0,32.2,1192.05,0.0,0.0,0,GCF_001442555
NW_016017678.1,2,0,0,50,0,0.62,0,33.04,3331.29,0.15,0.0,0,GCF_001442555
NW_016017567.1,0,0,0,50,1,1.46,0,30.95,3423.56,0.15,0.0,0,GCF_001442555
NW_016019741.1,0,0,0,25,25,3.98,0,28.43,783.7,0.32,0.32,0,GCF_001442555
NW_016019419.1,0,0,0,25,0,8.94,0,23.48,1097.93,0.23,0.0,0,GCF_001442555
NW_016019386.1,1,0,0,25,0,0.63,0,33.04,1144.0,0.22,0.0,0,GCF_001442555
NW_016019353.1,1,0,0,25,0,6.63,0,25.79,1200.26,0.21,0.0,0,GCF_001442555
NW_016019319.1,3,0,0,0,25,3.0,0,29.41,1269.42,0.0,0.2,0,GCF_001442555
NW_016017834.1,0,0,0,16,0,7.18,0,25.23,452.77,0.35,0.0,0,GCF_001442555
NW_016019344.1,0,0,0,2,0,3.63,0,28.79,9.5,2.1,0.0,0,GCF_001442555
NW_016019208.1,0,0,0,26,0,3.57,0,28.84,1533.75,0.17,0.0,0,GCF_001442555
NW_016019131.1,0,0,0,27,0,3.2,0,29.22,1596.47,0.17,0.0,0,GCF_001442555
NW_016019663.1,2,0,0,35,0,0.55,0,32.97,4115.43,0.09,0.0,0,GCF_001442555
NW_016019641.1,0,0,0,16,0,3.63,0,28.78,847.51,0.19,0.0,0,GCF_001442555
NW_016019508.1,2,0,0,41,15,1.32,0,33.73,967.94,0.42,0.15,0,GCF_001442555
NW_016019275.1,0,0,0,22,0,0.26,0,32.68,1377.5,0.16,0.0,0,GCF_001442555
NW_016019253.1,3,0,0,0,0,2.63,0,29.78,1421.39,0.0,0.0,0,GCF_001442555
NW_016019120.1,3,0,0,0,0,1.49,0,30.92,1642.85,0.0,0.0,0,GCF_001442555
NW_016019086.1,2,0,0,25,0,3.8,0,28.61,1761.24,0.14,0.0,0,GCF_001442555
NW_016019075.1,3,0,0,0,0,2.76,0,35.18,1761.52,0.0,0.0,0,GCF_001442555
NW_016019053.1,0,0,0,25,0,2.24,0,34.65,1935.09,0.13,0.0,0,GCF_001442555
NW_016018567.1,2,0,0,28,0,2.73,0,35.15,2230.44,0.13,0.0,0,GCF_001442555
NW_016017512.1,2,0,0,15,0,2.88,0,29.54,638.47,0.23,0.0,0,GCF_001442555
NW_016019464.1,2,0,0,0,0,8.86,0,23.55,1037.48,0.0,0.0,0,GCF_001442555
NW_016019153.1,0,0,0,35,25,2.73,0,29.69,1566.89,0.22,0.16,0,GCF_001442555
NW_016019078.1,2,0,0,0,0,0.42,0,32.84,23.54,0.0,0.0,0,GCF_001442555
NW_016019064.1,2,0,0,0,0,5.88,0,38.3,1801.88,0.0,0.0,0,GCF_001442555
NW_016018475.1,0,1,1,0,0,4.65,0,27.76,3.63,0.0,0.0,0,GCF_001442555
NW_016018153.1,0,0,0,1,0,8.16,0,40.58,4.89,2.04,0.0,0,GCF_001442555
NW_016017867.1,2,0,0,0,0,8.76,0,23.66,420.36,0.0,0.0,0,GCF_001442555
NW_016017756.1,2,0,0,0,0,0.69,0,31.72,472.69,0.0,0.0,0,GCF_001442555
NW_016017634.1,2,0,0,0,0,2.31,0,30.1,559.48,0.0,0.0,0,GCF_001442555
NW_016017534.1,2,0,0,0,0,5.38,0,37.8,609.99,0.0,0.0,0,GCF_001442555
NW_016019819.1,1,0,0,0,0,2.51,0,29.91,738.64,0.0,0.0,0,GCF_001442555
NW_016019726.1,1,0,0,0,0,5.2,0,27.21,7.51,0.0,0.0,0,GCF_001442555
NW_016019619.1,0,1,0,3,0,15.53,1,16.89,865.84,0.03,0.0,0,GCF_001442555
NW_016019586.1,0,1,0,0,0,3.43,0,35.84,888.32,0.0,0.0,0,GCF_001442555
NW_016019552.1,2,0,0,25,0,4.69,0,27.72,4315.31,0.06,0.0,0,GCF_001442555
NW_016019330.1,0,0,0,101,29,0.08,0,32.33,4749.21,0.21,0.06,0,GCF_001442555
NW_016019297.1,1,0,0,0,0,3.27,0,29.14,1299.86,0.0,0.0,0,GCF_001442555
NW_016019286.1,1,0,0,0,0,2.86,0,35.28,1335.89,0.0,0.0,0,GCF_001442555
NW_016019156.1,1,0,0,0,0,1.9,0,34.31,15.2,0.0,0.0,0,GCF_001442555
NW_016019084.1,1,0,0,0,0,7.43,0,24.99,21.81,0.0,0.0,0,GCF_001442555
NW_016018278.1,1,0,0,0,0,1.05,0,33.47,291.38,0.0,0.0,0,GCF_001442555
NW_016018245.1,2,0,0,25,2,8.44,0,23.97,294.0,0.85,0.07,0,GCF_001442555
NW_016018189.1,1,0,0,0,0,8.37,0,24.04,303.74,0.0,0.0,0,GCF_001442555
NW_016018078.1,1,0,0,0,0,3.08,0,35.49,355.02,0.0,0.0,0,GCF_001442555
NW_016018035.1,1,0,0,0,0,3.8,0,28.62,5.25,0.0,0.0,0,GCF_001442555
NW_016017701.1,1,0,0,0,0,0.77,0,31.65,500.46,0.0,0.0,0,GCF_001442555
NW_016017579.1,1,0,0,0,0,6.44,0,38.86,592.83,0.0,0.0,0,GCF_001442555
NW_017891777.1,0,0,0,25,25,9.18,1,48.54,12.96,19.28,19.28,0,GCF_001540865
NW_017892561.1,0,0,0,16,25,0.16,0,39.52,3.57,44.78,69.97,0,GCF_001540865
NW_017892354.1,0,0,0,25,25,3.94,0,43.3,4.97,50.3,50.3,0,GCF_001540865
NW_017891182.1,0,0,0,25,25,8.05,1,47.41,23.46,10.65,10.65,0,GCF_001540865
NW_017891997.1,0,0,0,25,25,2.73,0,42.09,10.09,24.77,24.77,0,GCF_001540865
NW_017891869.1,0,0,0,25,25,6.95,0,46.3,11.65,21.46,21.46,0,GCF_001540865
NW_017892355.1,0,0,0,0,25,17.58,1,21.78,4.96,0.0,50.41,0,GCF_001540865
NW_017891773.1,0,2,0,25,25,2.14,0,41.5,13.01,19.21,19.21,0,GCF_001540865
NW_017891733.1,0,0,0,25,25,4.58,0,43.93,13.55,18.45,18.45,0,GCF_001540865
NW_017891932.1,0,0,0,15,25,0.45,0,38.9,10.82,13.86,23.1,0,GCF_001540865
NW_017892021.1,0,0,0,12,25,2.5,0,41.86,9.83,12.21,25.44,0,GCF_001540865
NW_017891466.1,0,0,0,25,25,4.36,0,43.72,17.69,14.13,14.13,0,GCF_001540865
NW_017891402.1,1,1,1,200,176,4.42,0,43.77,372.63,5.37,4.72,0,GCF_001540865
NW_017891431.1,0,0,0,25,25,5.27,0,44.63,18.16,13.77,13.77,0,GCF_001540865
NW_017891423.1,0,0,0,25,25,5.66,0,45.02,18.25,13.7,13.7,0,GCF_001540865
NW_017891411.1,0,0,0,25,25,0.47,0,39.83,18.4,13.58,13.58,0,GCF_001540865
NW_017891409.1,0,0,0,25,25,5.57,0,44.93,18.46,13.54,13.54,0,GCF_001540865
NC_026220.1,6,4,6,100,100,1.99,0,37.37,159.64,6.26,6.26,1,GCF_001540865
NW_017893355.1,0,0,0,75,75,3.22,0,42.57,103.97,7.21,7.21,0,GCF_001540865
NW_017893517.1,5,2,5,50,50,1.05,0,38.31,62.41,8.01,8.01,0,GCF_001540865
NW_017891814.1,0,0,0,25,11,6.57,0,45.93,12.43,20.12,8.85,0,GCF_001540865
NW_017891935.1,1,3,1,141,133,5.17,0,44.53,294.15,4.79,4.52,0,GCF_001540865
NW_017891043.1,2,0,2,25,25,1.94,0,41.3,26.67,9.37,9.37,0,GCF_001540865
NW_017893449.1,0,0,0,50,50,3.94,0,43.3,75.15,6.65,6.65,0,GCF_001540865
NW_017890972.1,2,0,2,25,25,1.22,0,40.58,28.54,8.76,8.76,0,GCF_001540865
NW_017891016.1,0,0,0,25,25,6.66,0,32.69,27.55,9.07,9.07,0,GCF_001540865
NW_017893326.1,0,0,0,75,50,5.34,0,44.7,131.31,5.71,3.81,0,GCF_001540865
NW_017891169.1,0,0,0,0,25,9.72,1,29.64,23.77,0.0,10.52,0,GCF_001540865
NW_017890758.1,0,0,0,25,25,4.72,0,34.64,36.47,6.86,6.86,0,GCF_001540865
NW_017893003.1,1,1,1,75,75,5.34,0,44.7,193.59,3.87,3.87,0,GCF_001540865
NW_017890685.1,3,1,3,25,25,0.88,0,40.24,39.73,6.29,6.29,0,GCF_001540865
NW_017890940.1,0,0,0,0,25,9.41,1,29.95,29.34,0.0,8.52,0,GCF_001540865
NW_017890654.1,0,0,0,25,25,0.92,0,40.28,41.51,6.02,6.02,0,GCF_001540865
NW_017893359.1,1,2,1,66,25,4.75,0,44.11,101.39,6.51,2.47,0,GCF_001540865
NW_017892409.1,0,0,0,0,25,0.94,0,38.42,4.48,0.0,55.78,0,GCF_001540865
NW_017892283.1,0,0,0,25,0,3.59,0,42.95,5.87,42.63,0.0,0,GCF_001540865
NW_017891891.1,0,0,0,2,25,7.43,0,46.79,11.37,1.76,21.99,0,GCF_001540865
NW_017893320.1,0,0,0,75,25,4.16,0,43.52,143.57,5.22,1.74,0,GCF_001540865
NW_017893475.1,0,0,0,27,28,4.29,0,43.65,69.14,3.91,4.05,0,GCF_001540865
NW_017892157.1,0,0,0,25,0,6.21,0,45.57,7.69,32.5,0.0,0,GCF_001540865
NW_017892121.1,0,0,0,0,25,1.38,0,37.97,8.29,0.0,30.14,0,GCF_001540865
NW_017891922.1,0,1,0,0,25,6.66,0,46.02,10.95,0.0,22.82,0,GCF_001540865
NW_017891905.1,0,0,0,0,25,0.01,0,39.37,11.15,0.0,22.42,0,GCF_001540865
NW_017891890.1,0,0,0,25,0,2.58,0,41.94,11.37,21.98,0.0,0,GCF_001540865
NW_017891712.1,0,0,0,25,0,6.11,0,45.47,13.91,17.97,0.0,0,GCF_001540865
NW_017891694.1,0,0,0,0,25,4.9,0,44.26,14.12,0.0,17.71,0,GCF_001540865
NW_017891640.1,0,0,0,0,25,2.67,0,42.03,14.96,0.0,16.71,0,GCF_001540865
NW_017891612.1,0,0,0,0,25,6.08,0,45.44,15.34,0.0,16.3,0,GCF_001540865
NW_017891724.1,0,1,0,25,1,5.23,0,44.59,13.71,18.23,0.73,0,GCF_001540865
NW_017891697.1,0,1,0,25,1,6.19,0,45.55,14.11,17.72,0.71,0,GCF_001540865
NW_017892022.1,0,0,0,18,0,2.88,0,42.24,9.82,18.32,0.0,0,GCF_001540865
NW_017892837.1,0,0,0,0,7,0.99,0,38.37,1.59,0.0,43.89,0,GCF_001540865
NW_017891566.1,18,0,0,0,0,13.13,1,52.49,16.01,0.0,0.0,0,GCF_001540865
NW_017890848.1,0,0,0,0,25,2.93,0,36.42,32.73,0.0,7.64,0,GCF_001540865
NW_017890782.1,0,0,0,0,25,1.51,0,40.87,35.16,0.0,7.11,0,GCF_001540865
NW_017890780.1,0,0,0,0,25,2.94,0,36.42,35.36,0.0,7.07,0,GCF_001540865
NW_017890717.1,0,0,0,0,25,5.79,0,33.57,38.18,0.0,6.55,0,GCF_001540865
NW_017890542.1,0,0,0,0,25,0.27,0,39.09,48.02,0.0,5.21,0,GCF_001540865
NW_017893332.1,0,0,0,0,39,1.26,0,38.1,122.14,0.0,3.19,0,GCF_001540865
NW_017891199.1,0,0,0,1,25,4.75,0,34.61,22.95,0.44,10.89,0,GCF_001540865
NW_017893566.1,0,0,0,25,0,3.18,0,36.17,56.53,4.42,0.0,0,GCF_001540865
NW_017891109.1,0,0,0,1,25,0.49,0,38.87,25.18,0.4,9.93,0,GCF_001540865
NW_017891073.1,0,0,0,16,0,2.52,0,36.84,25.94,6.17,0.0,0,GCF_001540865
NW_017892825.1,0,0,0,0,4,3.34,0,36.01,1.64,0.0,24.38,0,GCF_001540865
NW_017893502.1,0,0,0,0,25,1.39,0,37.97,65.18,0.0,3.84,0,GCF_001540865
NW_017892944.1,0,0,0,25,25,2.81,0,42.17,196.47,1.27,1.27,0,GCF_001540865
NW_017893428.1,0,0,0,0,25,5.75,0,33.61,79.43,0.0,3.15,0,GCF_001540865
NW_017893388.1,0,0,0,0,26,0.23,0,39.59,89.4,0.0,2.91,0,GCF_001540865
NW_017893407.1,0,0,0,0,25,3.59,0,35.77,84.52,0.0,2.96,0,GCF_001540865
NW_017891067.1,0,0,0,0,13,0.89,0,38.47,26.02,0.0,5.0,0,GCF_001540865
NW_017890863.1,0,0,0,0,14,1.57,0,40.92,31.78,0.0,4.41,0,GCF_001540865
NW_017891198.1,0,0,0,0,11,2.86,0,42.22,22.96,0.0,4.79,0,GCF_001540865
NW_017893330.1,0,0,0,0,25,4.7,0,34.66,124.3,0.0,2.01,0,GCF_001540865
NW_017891782.1,0,0,0,0,8,5.71,0,45.07,12.82,0.0,6.24,0,GCF_001540865
NW_017891732.1,0,0,0,8,0,4.6,0,43.96,13.56,5.9,0.0,0,GCF_001540865
NW_017891936.1,2,0,1,0,0,13.07,1,52.42,10.81,0.0,0.0,0,GCF_001540865
NC_033629.1,3,10,3,136,590,2.47,0,36.89,13841.56,0.1,0.43,0,GCF_001540865
NW_017893573.1,0,0,0,0,13,6.6,0,32.75,55.46,0.0,2.34,0,GCF_001540865
NW_017891082.1,1,0,1,0,0,15.04,1,24.32,25.72,0.0,0.0,0,GCF_001540865
NW_017891370.1,0,0,0,0,2,13.65,1,25.71,19.32,0.0,1.04,0,GCF_001540865
NW_017890511.1,0,0,0,0,12,1.33,0,40.69,50.26,0.0,2.39,0,GCF_001540865
NW_017891823.1,0,0,0,2,0,7.89,1,47.25,12.27,1.63,0.0,0,GCF_001540865
NC_033621.1,21,21,19,233,663,1.87,0,37.49,24880.69,0.09,0.27,0,GCF_001540865
NW_017893570.1,0,0,0,0,11,3.76,0,35.6,55.97,0.0,1.97,0,GCF_001540865
NC_033642.1,1,7,1,115,398,2.02,0,37.34,10398.57,0.11,0.38,0,GCF_001540865
NC_033628.1,4,3,2,129,518,2.32,0,37.04,13970.07,0.09,0.37,0,GCF_001540865
NW_017893562.1,0,0,0,1,25,4.07,0,35.29,57.07,0.18,4.38,0,GCF_001540865
NC_033623.1,8,6,8,106,658,2.32,0,37.04,16781.89,0.06,0.39,0,GCF_001540865
NW_017890806.1,1,0,1,0,0,8.54,1,30.82,34.2,0.0,0.0,0,GCF_001540865
NC_033638.1,4,5,2,75,467,1.89,0,37.47,10911.98,0.07,0.43,0,GCF_001540865
NC_033637.1,8,5,8,112,337,2.28,0,37.08,11156.08,0.1,0.3,0,GCF_001540865
NC_033641.1,6,12,6,105,314,2.34,0,37.02,10645.29,0.1,0.29,0,GCF_001540865
NW_017890862.1,0,0,0,0,6,4.56,0,34.8,31.8,0.0,1.89,0,GCF_001540865
NC_033633.1,5,8,5,75,418,1.95,0,37.41,11759.27,0.06,0.36,0,GCF_001540865
NW_017891155.1,0,0,0,0,5,0.93,0,38.43,24.04,0.0,2.08,0,GCF_001540865
NC_033632.1,4,17,4,63,465,2.38,0,36.98,12612.92,0.05,0.37,0,GCF_001540865
NW_017891958.1,0,0,0,0,3,5.44,0,44.8,10.56,0.0,2.84,0,GCF_001540865
NW_017891452.1,0,0,0,4,0,4.3,0,43.66,17.86,2.24,0.0,0,GCF_001540865
NW_017890959.1,0,0,0,5,0,1.52,0,37.84,28.95,1.73,0.0,0,GCF_001540865
NC_033640.1,6,7,6,67,340,2.29,0,37.07,10792.36,0.06,0.32,0,GCF_001540865
NC_033639.1,4,7,4,85,281,2.06,0,37.3,10815.95,0.08,0.26,0,GCF_001540865
NW_017893366.1,0,0,0,0,8,1.63,0,40.98,97.77,0.0,0.82,0,GCF_001540865
NW_017890889.1,3,0,3,0,0,6.95,0,46.31,30.94,0.0,0.0,0,GCF_001540865
NC_033643.1,4,8,4,39,285,1.61,0,37.74,7979.76,0.05,0.36,0,GCF_001540865
NW_017891931.1,0,1,0,0,2,5.58,0,44.94,10.85,0.0,1.84,0,GCF_001540865
NC_033636.1,3,5,2,33,436,1.9,0,37.46,11174.21,0.03,0.39,0,GCF_001540865
NC_033631.1,7,6,7,63,324,2.22,0,37.14,13096.67,0.05,0.25,0,GCF_001540865
NC_033627.1,7,9,6,60,397,1.94,0,37.42,14728.69,0.04,0.27,0,GCF_001540865
NC_033626.1,11,5,11,135,240,2.05,0,37.3,14747.3,0.09,0.16,0,GCF_001540865
NC_033625.1,7,11,7,116,261,2.45,0,36.91,15024.28,0.08,0.17,0,GCF_001540865
NW_017893597.1,2,0,2,0,0,0.07,0,39.29,52.28,0.0,0.0,0,GCF_001540865
NW_017891179.1,2,0,2,0,0,2.29,0,41.65,23.57,0.0,0.0,0,GCF_001540865
