Scaffold,tRNA,rRNA,rRNAp,Mito,Plastid,GC,GC-dev,GC-out,Len,MD,PD,Organelle
NW_001884574.1,0,0,0,25,0,50.9,11.71,1,483.36,0.52,0.0,0
NW_001884554.1,1,0,0,56,35,51.31,12.12,1,1480.49,0.38,0.24,0
NW_001884566.1,0,0,0,25,0,51.44,12.25,1,891.37,0.28,0.0,0
NW_001884558.1,3,0,0,25,50,51.84,12.65,1,1319.09,0.19,0.38,0
NW_001884552.1,3,1,0,0,25,51.72,12.53,1,1598.91,0.0,0.16,0
NW_001884561.1,0,1,0,25,25,51.59,12.4,1,1045.36,0.24,0.24,0
NW_001884563.1,2,0,0,0,0,51.78,12.59,1,1005.97,0.0,0.0,0
NW_001884565.1,1,1,0,0,0,51.21,12.02,1,970.26,0.0,0.0,0
NW_001884583.1,0,1,0,25,25,49.6,10.41,0,365.18,0.68,0.68,0
NW_001884588.1,0,0,0,0,25,47.33,8.14,0,306.48,0.0,0.82,0
NW_001884581.1,0,0,0,25,0,50.03,10.84,0,383.35,0.65,0.0,0
NW_001884557.1,1,1,0,39,12,51.07,11.88,1,1333.43,0.29,0.09,0
NW_001884575.1,1,0,0,0,0,52.04,12.85,1,476.93,0.0,0.0,0
NW_001884572.1,1,0,0,0,0,50.82,11.63,1,552.43,0.0,0.0,0
NW_001884560.1,1,0,0,0,0,50.97,11.78,1,1271.67,0.0,0.0,0
NW_001884622.1,0,9,1,0,0,33.73,5.46,0,23.5,0.0,0.0,0
NW_001884610.1,0,7,1,0,0,28.37,10.82,0,19.74,0.0,0.0,0
NW_001884576.1,0,1,0,17,25,49.67,10.48,0,471.29,0.36,0.53,0
NW_001884604.1,0,6,0,0,0,33.99,5.2,0,20.94,0.0,0.0,0
NW_001884559.1,2,1,0,6,0,50.95,11.76,1,1275.93,0.05,0.0,0
NW_001884555.1,1,1,0,0,25,49.85,10.66,0,1445.54,0.0,0.17,0
NW_001884550.1,1,0,0,30,48,50.56,11.37,0,1644.49,0.18,0.29,0
NW_001884624.1,0,3,0,0,0,33.73,5.47,0,7.91,0.0,0.0,0
NW_001884579.1,0,3,0,0,0,50.58,11.39,0,415.09,0.0,0.0,0
NW_001884645.1,0,2,0,0,0,48.01,8.82,0,2.49,0.0,0.0,0
NW_001884637.1,0,1,1,0,0,48.07,8.88,0,2.88,0.0,0.0,0
NW_001884595.1,0,1,0,0,0,50.56,11.37,0,142.49,0.0,0.0,0
NW_001884586.1,0,1,0,0,0,48.15,8.96,0,312.15,0.0,0.0,0
NW_001884549.1,0,0,0,10,20,50.94,11.75,1,2531.95,0.04,0.08,0
NC_003290.1,0,0,0,25,25,43.31,6.63,0,17.33,14.43,14.43,1
NW_023665835.1,0,0,0,25,25,42.9,6.22,0,19.85,12.6,12.6,0
NW_023665797.1,0,0,0,24,9,37.67,0.99,0,40.26,5.96,2.24,0
NW_023665792.1,0,0,0,16,7,39.31,2.63,0,42.5,3.76,1.65,0
NC_051445.1,3,1,1,8,14,38.07,1.39,0,32119.08,0.0,0.0,0
NC_051439.1,7,0,0,11,9,37.93,1.25,0,24187.47,0.0,0.0,0
NW_023665833.1,1,0,0,0,0,9.73,26.95,1,20.16,0.0,0.0,0
NC_051440.1,10,1,0,2,10,37.95,1.27,0,28170.85,0.0,0.0,0
NC_051434.1,4,0,0,5,8,38.03,1.35,0,26405.67,0.0,0.0,0
NW_023666030.1,1,0,0,0,0,24.96,11.73,1,5.01,0.0,0.0,0
NW_023665954.1,1,0,0,0,0,25.02,11.66,1,7.15,0.0,0.0,0
NC_004387.1,0,0,0,25,25,44.46,3.48,1,16.71,14.96,14.96,1
NC_019863.2,7,1,0,221,13,40.52,0.47,0,33205.1,0.07,0.0,0
NC_019861.2,22,107,1,379,81,40.39,0.6,0,38248.66,0.1,0.02,0
NC_024811.1,3,3,3,50,50,30.78,15.62,1,72.7,6.88,6.88,1
NC_023273.1,3,4,4,25,25,40.11,6.29,1,43.62,5.73,5.73,1
NC_024003.1,1,0,0,52,82,48.3,1.9,0,989.71,0.53,0.83,0
NC_023996.1,0,0,0,0,50,48.44,2.04,0,708.04,0.0,0.71,0
NC_024004.1,1,0,0,0,50,48.45,2.05,0,1019.28,0.0,0.49,0
NC_024006.1,0,0,0,0,50,48.55,2.15,0,1091.01,0.0,0.46,0
NC_024000.1,1,0,0,0,42,48.5,2.1,0,895.54,0.0,0.47,0
NC_024008.1,0,0,0,25,106,48.86,2.46,0,1352.72,0.18,0.78,0
NC_023997.1,0,1,0,0,34,48.26,1.86,0,712.46,0.0,0.48,0
NC_023993.1,1,0,0,25,26,46.81,0.41,0,494.11,0.51,0.53,0
NC_024007.1,0,1,0,69,25,48.55,2.15,0,1122.69,0.61,0.22,0
NC_024002.1,0,0,0,27,53,48.39,1.99,0,955.65,0.28,0.55,0
NC_023995.1,1,0,0,15,47,42.24,4.16,0,663.42,0.23,0.71,0
NC_024005.1,0,0,0,0,29,48.29,1.89,0,1037.99,0.0,0.28,0
NC_023994.1,0,0,0,0,20,48.1,1.7,0,519.84,0.0,0.38,0
NC_023999.1,0,0,0,0,19,48.36,1.96,0,794.37,0.0,0.24,0
NC_023998.1,0,8,4,8,44,48.61,2.21,0,741.6,0.11,0.59,0
NC_024001.1,1,0,0,0,0,48.54,2.14,0,937.61,0.0,0.0,0
NC_023991.1,0,1,0,0,0,46.97,0.57,0,310.17,0.0,0.0,0
NC_004691.1,1,0,0,25,15,17.64,19.63,1,20.06,12.46,7.48,1
NC_006033.2,9,0,0,75,88,38.88,1.6,0,1195.13,0.63,0.74,0
NC_005967.2,4,0,0,50,0,40.11,2.83,0,491.33,1.02,0.0,0
NC_006026.1,1,0,0,32,45,39.66,2.39,0,558.8,0.57,0.81,0
NC_006028.2,4,0,0,25,25,39.0,1.72,0,687.74,0.36,0.36,0
NC_006034.2,8,0,0,29,39,38.25,0.97,0,1302.83,0.22,0.3,0
NC_006030.1,5,0,0,30,28,38.58,1.3,0,992.21,0.3,0.28,0
NC_006036.2,10,0,0,34,35,38.54,1.26,0,1402.9,0.24,0.25,0
NC_005968.1,3,0,0,0,0,38.91,1.63,0,502.1,0.0,0.0,0
NC_006032.2,13,0,0,9,30,38.62,1.34,0,1100.35,0.08,0.27,0
NC_000834.1,0,0,0,25,25,37.3,1.45,0,15.08,16.57,16.57,1
NW_023365880.1,0,0,0,25,0,38.32,0.43,0,27.67,9.03,0.0,0
NW_023365988.1,0,0,0,2,1,44.37,5.62,0,3.85,5.19,2.6,0
NW_023365751.1,0,1,1,0,0,21.46,17.29,1,238.76,0.0,0.0,0
NW_023365788.1,0,11,0,0,0,39.57,0.82,0,407.78,0.0,0.0,0
NW_023365708.1,5,0,0,0,0,39.17,0.43,0,64.01,0.0,0.0,0
NW_023365793.1,0,1,1,0,0,36.1,2.65,0,398.35,0.0,0.0,0
NW_023365779.1,0,2,0,0,0,39.95,1.21,0,690.28,0.0,0.0,0
NW_023365746.1,2,0,0,0,0,38.72,0.03,0,80.14,0.0,0.0,0
NW_023365887.1,1,0,0,0,0,37.1,1.65,0,29.13,0.0,0.0,0
NW_023365857.1,1,0,0,0,0,41.79,3.05,0,24.82,0.0,0.0,0
NW_023365852.1,1,0,0,0,0,43.4,4.66,0,25.98,0.0,0.0,0
NW_023365816.1,0,0,0,2,0,38.89,0.15,0,40.25,0.5,0.0,0
NW_023365741.1,0,1,0,0,0,39.12,0.37,0,120.01,0.0,0.0,0
NW_023365730.1,1,0,0,0,0,39.69,0.94,0,814.65,0.0,0.0,0
NW_023365709.1,0,0,0,1,0,31.62,7.12,1,43.46,0.23,0.0,0
NW_023365703.1,0,0,0,6,5,32.27,6.47,1,415.91,0.14,0.12,0
NC_049996.1,6,3,0,8,36,39.07,0.33,0,18554.08,0.0,0.02,0
NC_049992.1,13,13,6,48,8,39.19,0.44,0,21813.87,0.02,0.0,0
NC_040166.1,0,1,1,25,25,26.42,19.93,1,31.23,8.01,8.01,1
NC_054852.1,8,19,1,80,66,49.2,2.85,0,3788.84,0.21,0.17,0
NC_054856.1,21,20,0,50,79,48.66,2.31,0,4048.56,0.12,0.2,0
NC_054855.1,4,2,0,36,43,48.19,1.85,0,3194.74,0.11,0.13,0
NC_054851.1,13,1,0,55,63,49.26,2.92,0,4830.48,0.11,0.13,0
NC_054850.1,23,2,0,56,50,48.86,2.51,0,4961.89,0.11,0.1,0
NC_006082.1,0,0,0,25,25,39.38,9.8,1,16.58,15.08,15.08,1
NC_052638.1,14,2,2,18,16,44.56,4.63,1,44486.37,0.0,0.0,0
NW_024100726.1,15,0,0,0,0,52.78,3.6,1,270.3,0.0,0.0,0
NW_024100735.1,11,0,0,0,0,53.42,4.24,1,233.99,0.0,0.0,0
NW_024100839.1,38,0,0,0,0,51.91,2.73,0,605.88,0.0,0.0,0
NC_052640.1,3,1,0,12,13,46.2,2.98,0,33603.61,0.0,0.0,0
NW_024100846.1,22,0,0,0,0,51.97,2.79,0,552.65,0.0,0.0,0
NW_024100801.1,5,0,0,0,0,53.17,3.99,1,70.26,0.0,0.0,0
NC_052633.1,31,0,0,116,22,43.43,5.75,1,77024.3,0.02,0.0,0
NW_024100836.1,17,0,0,0,0,50.86,1.68,0,669.33,0.0,0.0,0
NC_052634.1,1473,128,33,5,54,50.8,1.61,0,52098.9,0.0,0.01,0
NW_024100715.1,0,0,0,1,2,53.96,4.78,1,5025.72,0.0,0.0,0
NC_052642.1,1,0,0,3,10,46.23,2.95,0,24972.15,0.0,0.0,0
NW_024100909.1,13,0,0,0,0,51.55,2.37,0,302.45,0.0,0.0,0
NW_024100899.1,13,0,0,0,0,51.63,2.45,0,334.98,0.0,0.0,0
NC_052626.1,12,1,0,201,60,44.8,4.38,1,151666.59,0.01,0.0,0
NW_024100888.1,11,0,0,0,0,48.65,0.54,0,388.14,0.0,0.0,0
NW_024100729.1,10,0,0,0,0,51.27,2.08,0,263.44,0.0,0.0,0
NW_024100901.1,8,0,0,0,0,52.41,3.22,0,333.35,0.0,0.0,0
NW_024100755.1,7,0,0,0,0,51.69,2.51,0,185.48,0.0,0.0,0
NC_052639.1,279,0,0,7,59,50.63,1.44,0,36545.74,0.0,0.02,0
NC_052631.1,3,2,0,70,37,44.13,5.05,1,103595.2,0.01,0.0,0
NW_024100759.1,4,0,0,0,0,51.36,2.18,0,161.29,0.0,0.0,0
NW_024100831.1,0,1,0,0,0,52.78,3.59,1,717.22,0.0,0.0,0
NW_024100779.1,3,0,0,0,0,52.49,3.3,0,97.2,0.0,0.0,0
NW_024100769.1,3,0,0,0,0,52.39,3.21,0,111.92,0.0,0.0,0
NW_024100895.1,0,0,0,5,0,59.39,10.21,1,1208.2,0.04,0.0,0
NW_024100784.1,2,0,0,0,0,50.19,1.0,0,94.34,0.0,0.0,0
NW_024100780.1,2,0,0,0,0,51.15,1.96,0,96.73,0.0,0.0,0
NW_024100762.1,2,0,0,0,0,50.99,1.81,0,136.86,0.0,0.0,0
NC_052645.1,230,2,2,16,10,49.39,0.2,0,23639.17,0.01,0.0,0
NW_024100872.1,0,0,0,3,0,43.87,5.31,1,438.52,0.07,0.0,0
NW_024100851.1,128,2,2,0,1,51.55,2.37,0,1741.41,0.0,0.01,0
NW_024100841.1,1,0,0,0,0,48.8,0.39,0,604.52,0.0,0.0,0
NW_024100812.1,1,0,0,0,0,51.9,2.71,0,62.6,0.0,0.0,0
NW_024100811.1,1,0,0,0,0,49.21,0.02,0,63.11,0.0,0.0,0
NW_024100802.1,1,0,0,0,0,50.62,1.44,0,70.02,0.0,0.0,0
NW_024100789.1,1,0,0,0,0,51.0,1.82,0,85.22,0.0,0.0,0
NW_024100776.1,1,0,0,0,0,50.38,1.2,0,100.0,0.0,0.0,0
NW_024100752.1,0,0,0,5,0,47.73,1.46,0,200.0,0.25,0.0,0
NC_052647.1,1,1,1,77,80,53.75,4.56,1,21769.59,0.04,0.04,0
NC_052643.1,0,2,0,46,10,47.85,1.34,0,24886.24,0.02,0.0,0
NC_039680.1,5,6,6,100,100,37.4,3.27,1,160.97,6.21,6.21,1
NW_023269801.1,0,0,0,25,25,29.47,4.66,1,108.78,2.3,2.3,0
NW_023269725.1,0,0,0,25,50,34.26,0.13,0,159.98,1.56,3.13,0
NW_023269716.1,0,0,0,0,25,28.99,5.14,1,167.19,0.0,1.5,0
NW_023269754.1,0,0,0,25,25,35.07,0.94,0,132.67,1.88,1.88,0
NW_023269739.1,0,0,0,25,25,36.17,2.04,0,139.26,1.8,1.8,0
NC_048442.1,9,0,0,259,1320,33.76,0.37,0,23486.48,0.11,0.56,0
NW_023269792.1,0,0,0,0,32,31.67,2.46,0,113.4,0.0,2.82,0
NC_048440.1,9,4,0,292,1160,33.57,0.57,0,23623.71,0.12,0.49,0
NC_048441.1,7,3,2,209,1084,33.93,0.2,0,19822.64,0.11,0.55,0
NC_048443.1,16,0,0,239,1571,33.79,0.34,0,29500.98,0.08,0.53,0
NC_048437.1,15,2,1,237,1559,33.85,0.28,0,30406.44,0.08,0.51,0
NW_023269798.1,0,0,0,0,28,32.53,1.6,0,109.03,0.0,2.57,0
NC_048448.1,11,0,0,335,1725,34.24,0.11,0,39737.4,0.08,0.43,0
NC_048447.1,7,35,1,235,1000,34.68,0.55,0,20875.01,0.11,0.48,0
NW_023269803.1,0,0,0,0,25,34.17,0.04,0,108.4,0.0,2.31,0
NW_023269789.1,0,0,0,0,25,35.85,1.72,0,115.58,0.0,2.16,0
NW_023269757.1,0,0,0,0,25,36.43,2.3,0,131.59,0.0,1.9,0
NW_023269742.1,0,0,0,0,25,34.35,0.22,0,137.19,0.0,1.82,0
NC_048449.1,9,0,0,163,1313,33.58,0.55,0,25684.53,0.06,0.51,0
NC_048445.1,14,2,1,158,1071,33.7,0.43,0,21840.7,0.07,0.49,0
NW_023269675.1,0,0,0,0,25,31.63,2.5,1,380.35,0.0,0.66,0
NC_048444.1,16,0,0,258,1009,33.63,0.5,0,29866.2,0.09,0.34,0
NW_023269678.1,0,0,0,21,35,32.0,2.13,0,334.76,0.63,1.05,0
NC_048431.1,13,2,2,129,1283,34.28,0.15,0,24158.81,0.05,0.53,0
NC_048438.1,20,0,0,119,1179,33.99,0.14,0,22709.58,0.05,0.52,0
NC_048434.1,12,1,0,220,849,34.02,0.11,0,24725.12,0.09,0.34,0
NC_048446.1,9,0,0,134,1047,33.42,0.71,0,23918.79,0.06,0.44,0
NW_023269700.1,0,0,0,0,25,35.48,1.35,0,217.78,0.0,1.15,0
NC_048436.1,18,1,1,136,967,34.34,0.21,0,22961.18,0.06,0.42,0
NC_048435.1,11,2,0,131,1109,34.06,0.07,0,24447.1,0.05,0.45,0
NW_023269681.1,0,0,0,0,29,33.69,0.44,0,311.42,0.0,0.93,0
NC_048432.1,16,0,0,121,774,34.14,0.01,0,19595.53,0.06,0.39,0
NW_023269683.1,0,0,0,0,25,31.8,2.33,0,304.63,0.0,0.82,0
NW_023269765.1,0,0,0,0,15,33.79,0.34,0,127.67,0.0,1.17,0
NC_048433.1,12,0,0,117,698,33.63,0.5,0,20122.25,0.06,0.35,0
NW_023269666.1,1,0,0,25,25,34.05,0.08,0,540.76,0.46,0.46,0
NC_048439.1,17,2,0,116,647,33.14,0.99,0,23720.87,0.05,0.27,0
NW_023269772.1,0,0,0,0,11,33.28,0.86,0,124.22,0.0,0.89,0
NW_023269738.1,0,0,0,0,11,34.82,0.69,0,139.08,0.0,0.79,0
NW_023269727.1,0,0,0,0,10,36.17,2.04,0,157.65,0.0,0.63,0
NW_023269785.1,0,0,0,1,25,34.22,0.09,0,116.39,0.09,2.15,0
NW_023269743.1,0,0,0,8,4,31.62,2.51,1,135.21,0.59,0.3,0
NW_023269705.1,0,0,0,1,46,33.45,0.68,0,189.25,0.05,2.43,0
NW_023269790.1,0,0,0,0,6,34.79,0.66,0,114.14,0.0,0.53,0
NW_023269766.1,0,0,0,0,4,36.65,2.52,1,127.44,0.0,0.31,0
NW_023269713.1,0,0,0,15,4,35.24,1.1,0,173.27,0.87,0.23,0
NW_023269779.1,1,0,0,0,0,36.11,1.98,0,118.7,0.0,0.0,0
NW_023269712.1,0,0,0,8,4,32.01,2.12,0,175.17,0.46,0.23,0
NW_023269673.1,0,0,0,1,25,37.56,3.43,1,392.95,0.03,0.64,0
NW_023269667.1,1,0,0,0,0,33.32,0.81,0,513.71,0.0,0.0,0
NC_030596.1,3,6,6,75,75,38.98,4.95,1,134.6,5.57,5.57,1
NW_024427246.1,0,537,64,25,46,51.77,7.84,1,705.3,0.35,0.65,0
NW_024427249.1,0,49,6,0,0,58.3,14.37,1,207.17,0.0,0.0,0
NW_024427290.1,1,1,1,25,3,44.72,0.79,0,21.81,11.46,1.38,0
NW_024427256.1,0,22,2,0,0,58.52,14.59,1,92.13,0.0,0.0,0
NW_024427283.1,0,10,0,0,0,58.67,14.74,1,36.02,0.0,0.0,0
NW_024427282.1,0,8,1,0,0,58.63,14.7,1,36.42,0.0,0.0,0
NW_024427266.1,0,0,0,0,25,39.54,4.39,0,59.95,0.0,4.17,0
NW_024427261.1,0,0,0,0,25,39.4,4.53,0,77.77,0.0,3.21,0
NC_023171.2,21,18,7,246,550,42.08,1.85,0,15506.56,0.16,0.35,0
NC_023165.2,33,0,0,272,753,41.49,2.43,0,29856.04,0.09,0.25,0
NC_023168.2,13,0,0,224,514,41.31,2.62,0,21974.64,0.1,0.23,0
NC_023164.2,28,0,0,155,620,41.57,2.35,0,27476.68,0.06,0.23,0
NC_023174.2,17,0,0,188,289,41.61,2.32,0,16931.96,0.11,0.17,0
NC_023167.2,27,0,0,168,409,41.1,2.83,0,20245.4,0.08,0.2,0
NC_023170.2,17,0,0,147,372,41.11,2.82,0,18299.91,0.08,0.2,0
NC_023172.2,13,0,0,93,356,42.2,1.73,0,16246.32,0.06,0.22,0
NC_023169.2,17,0,0,92,364,41.23,2.7,0,19450.1,0.05,0.19,0
NC_023173.2,12,97,33,95,248,41.22,2.71,0,17534.09,0.05,0.14,0
NC_023166.2,22,0,0,67,341,41.83,2.1,0,21827.38,0.03,0.16,0
NC_023163.2,45,0,0,48,539,41.3,2.63,0,33554.89,0.01,0.16,0
NW_101004.1,0,0,0,12,25,49.82,4.1,1,2.8,42.86,89.29,0
NC_008368.1,0,2,2,50,30,31.2,22.72,1,56.81,8.8,5.28,1
NW_101030.1,0,0,0,25,17,53.71,0.21,0,31.47,7.94,5.4,0
NW_101126.1,0,0,0,25,25,54.97,1.05,0,48.78,5.13,5.13,0
NW_101201.1,1,0,0,25,25,55.42,1.5,0,64.83,3.86,3.86,0
NW_101148.1,0,0,0,25,25,54.51,0.58,0,82.89,3.02,3.02,0
NW_100992.1,0,0,0,50,0,53.13,0.8,0,127.49,3.92,0.0,0
NW_101084.1,0,0,0,0,25,54.19,0.26,0,54.78,0.0,4.56,0
NW_101198.1,0,0,0,0,25,53.79,0.13,0,63.54,0.0,3.93,0
NW_101005.1,0,1,0,0,25,53.73,0.19,0,66.38,0.0,3.77,0
NW_101096.1,0,0,0,0,25,55.01,1.08,0,116.51,0.0,2.15,0
NW_101195.1,0,0,0,9,25,54.51,0.59,0,125.47,0.72,1.99,0
NW_101080.1,0,0,0,24,0,53.97,0.05,0,122.26,1.96,0.0,0
NW_101180.1,0,0,0,0,25,53.71,0.21,0,169.3,0.0,1.48,0
NW_101059.1,1,0,0,24,0,54.33,0.4,0,165.99,1.45,0.0,0
NW_101048.1,0,0,0,25,46,53.9,0.03,0,484.14,0.52,0.95,0
NW_101011.1,2,1,0,25,0,53.39,0.54,0,210.15,1.19,0.0,0
NW_101145.1,0,0,0,25,7,53.44,0.48,0,131.04,1.91,0.53,0
NW_101140.1,0,0,0,25,0,54.03,0.11,0,192.79,1.3,0.0,0
NW_101157.1,0,1,0,25,25,54.31,0.39,0,316.98,0.79,0.79,0
NW_101053.1,0,0,0,0,25,53.92,0.0,0,217.95,0.0,1.15,0
NW_101115.1,0,0,0,0,25,54.04,0.11,0,258.05,0.0,0.97,0
NW_101066.1,0,0,0,0,25,54.37,0.44,0,252.36,0.0,0.99,0
NW_101073.1,0,0,0,15,15,53.96,0.03,0,214.5,0.7,0.7,0
NW_101026.1,0,0,0,3,11,53.53,0.39,0,74.11,0.4,1.48,0
NW_101082.1,0,0,0,0,10,53.92,0.0,0,184.26,0.0,0.54,0
NW_101203.1,0,2,2,0,0,53.46,0.46,0,37.13,0.0,0.0,0
NW_101133.1,0,0,0,4,6,53.63,0.29,0,76.16,0.53,0.79,0
NW_101122.1,2,1,0,4,25,54.5,0.57,0,269.05,0.15,0.93,0
NW_101001.1,0,1,0,4,9,54.34,0.41,0,117.43,0.34,0.77,0
NW_101156.1,0,2,0,0,0,53.05,0.87,0,229.11,0.0,0.0,0
NW_101155.1,0,1,1,0,0,54.51,0.58,0,68.74,0.0,0.0,0
NW_101153.1,0,2,0,0,0,54.31,0.39,0,340.92,0.0,0.0,0
NW_101119.1,2,0,0,0,0,53.67,0.26,0,169.81,0.0,0.0,0
NW_101104.1,0,1,0,4,0,53.87,0.06,0,73.94,0.54,0.0,0
NW_100967.1,1,1,0,0,0,53.93,0.01,0,510.69,0.0,0.0,0
NW_101202.1,0,1,0,0,0,54.66,0.74,0,146.03,0.0,0.0,0
NW_101190.1,0,1,0,0,0,54.73,0.8,0,53.54,0.0,0.0,0
NW_101188.1,0,1,0,0,0,54.05,0.12,0,23.81,0.0,0.0,0
NW_101179.1,0,1,0,0,0,54.11,0.18,0,158.76,0.0,0.0,0
NW_101163.1,0,0,0,13,1,54.01,0.09,0,104.08,1.25,0.1,0
NW_101137.1,0,1,0,0,0,54.22,0.29,0,133.61,0.0,0.0,0
NW_101095.1,1,0,0,0,0,52.79,1.13,0,7.79,0.0,0.0,0
NW_101091.1,1,0,0,0,0,53.89,0.04,0,137.26,0.0,0.0,0
NW_101076.1,0,1,0,0,0,54.26,0.33,0,25.6,0.0,0.0,0
NW_101063.1,0,1,0,0,0,53.89,0.04,0,79.7,0.0,0.0,0
NW_101056.1,0,1,0,0,0,54.64,0.72,0,70.84,0.0,0.0,0
NW_101051.1,0,1,0,0,0,54.25,0.33,0,202.62,0.0,0.0,0
NW_101049.1,0,1,0,0,0,53.1,0.83,0,108.99,0.0,0.0,0
NW_101040.1,0,1,0,0,0,54.47,0.55,0,89.98,0.0,0.0,0
NW_101036.1,0,1,0,0,0,52.96,0.96,0,91.89,0.0,0.0,0
NW_101035.1,0,1,0,0,0,53.26,0.67,0,260.59,0.0,0.0,0
NW_101031.1,0,1,0,0,0,53.29,0.63,0,157.55,0.0,0.0,0
NW_101013.1,1,0,0,0,0,53.9,0.02,0,127.42,0.0,0.0,0
NW_101007.1,1,0,0,0,0,54.27,0.34,0,129.8,0.0,0.0,0
NW_100987.1,0,1,0,0,0,54.48,0.56,0,10.12,0.0,0.0,0
NW_100984.1,0,1,0,0,0,54.06,0.14,0,105.84,0.0,0.0,0
NW_100974.1,0,1,0,0,0,53.72,0.2,0,239.78,0.0,0.0,0
NC_026581.1,0,0,0,25,25,38.09,7.01,1,16.98,14.72,14.72,1
NC_040887.1,121,0,0,5,0,45.59,0.49,0,18668.25,0.0,0.0,0
NW_024470460.1,0,21,2,0,0,41.52,3.58,1,26.89,0.0,0.0,0
NW_024470439.1,0,7,1,0,0,52.36,7.26,1,53.09,0.0,0.0,0
NW_024470457.1,8,0,0,0,0,51.72,6.62,1,36.44,0.0,0.0,0
NW_024470450.1,0,14,0,0,0,41.44,3.67,1,36.62,0.0,0.0,0
NW_024470449.1,40,0,0,0,0,43.04,2.06,0,95.22,0.0,0.0,0
NW_024470451.1,0,10,0,0,0,48.86,3.76,1,42.38,0.0,0.0,0
NW_024470465.1,6,0,0,0,0,50.04,4.94,1,51.46,0.0,0.0,0
NW_024470461.1,22,0,0,0,0,46.68,1.57,0,58.14,0.0,0.0,0
NW_024470438.1,0,5,0,0,0,49.47,4.37,1,28.45,0.0,0.0,0
NW_024470455.1,0,16,0,0,0,43.78,1.33,0,31.85,0.0,0.0,0
NC_040900.1,4,0,0,8,1,45.73,0.63,0,16788.62,0.0,0.0,0
NW_024470444.1,12,0,0,0,0,43.47,1.64,0,31.81,0.0,0.0,0
NW_024470483.1,15,4,1,1,0,49.69,4.59,1,98.07,0.1,0.0,0
NW_024470481.1,0,36,2,2,0,46.71,1.6,0,94.28,0.21,0.0,0
NW_024470479.1,0,28,1,2,0,42.45,2.65,0,67.84,0.29,0.0,0
NW_024470469.1,0,0,0,2,0,42.0,3.11,1,34.47,0.58,0.0,0
NW_024470442.1,3,0,0,0,0,45.76,0.65,0,132.04,0.0,0.0,0
NC_040885.1,77,0,0,37,3,45.35,0.24,0,21146.54,0.02,0.0,0
NC_040881.2,37,155,3,24,0,44.97,0.14,0,22294.99,0.01,0.0,0
NW_024470453.1,0,0,0,3,0,42.74,2.37,0,65.49,0.46,0.0,0
NW_024470452.1,0,1,0,0,0,42.46,2.64,0,120.25,0.0,0.0,0
NC_040894.1,76,81,0,18,2,44.87,0.23,0,17358.77,0.01,0.0,0
NC_010166.1,0,0,0,25,25,27.01,8.21,1,29.46,8.49,8.49,1
NC_006044.2,16,0,0,114,51,36.73,1.52,0,1344.48,0.85,0.38,0
NC_006046.2,8,0,0,111,60,36.5,1.28,0,1606.3,0.69,0.37,0
NC_006048.2,13,0,0,100,73,36.46,1.24,0,2305.76,0.43,0.32,0
NC_006047.2,24,0,0,89,64,35.76,0.54,0,2007.52,0.44,0.32,0
NC_006049.2,18,0,0,65,84,36.11,0.89,0,2051.05,0.32,0.41,0
NC_006043.2,6,0,0,26,72,36.69,1.47,0,1249.94,0.21,0.58,0
NC_006045.2,9,0,0,32,63,36.49,1.27,0,1587.44,0.2,0.4,0
NC_010977.1,0,0,0,25,25,44.79,2.22,0,16.61,15.05,15.05,1
NW_023504056.1,0,127,17,0,0,49.45,6.89,1,79.94,0.0,0.0,0
NW_023504058.1,0,109,19,0,0,49.31,6.74,1,77.58,0.0,0.0,0
NW_023504072.1,0,69,7,0,0,49.77,7.2,1,38.8,0.0,0.0,0
NW_023504077.1,0,43,7,0,0,49.28,6.71,1,29.2,0.0,0.0,0
NW_023504078.1,0,37,9,0,0,49.19,6.62,1,28.53,0.0,0.0,0
NC_051052.1,52,22,6,0,1,42.66,0.1,0,22160.16,0.0,0.0,0
NC_051040.1,51,0,0,15,2,42.1,0.47,0,32017.32,0.0,0.0,0
NC_051051.1,53,0,0,1,2,41.98,0.58,0,28107.33,0.0,0.0,0
NC_051060.1,33,10,1,3,1,42.08,0.49,0,26170.89,0.0,0.0,0
NC_051057.1,38,0,0,5,2,42.27,0.3,0,24955.35,0.0,0.0,0
NC_051039.1,23,0,0,1,0,41.82,0.75,0,33527.82,0.0,0.0,0
NC_051046.1,20,0,0,0,0,42.05,0.52,0,31340.16,0.0,0.0,0
NC_051054.1,13,0,0,0,0,42.56,0.0,0,25616.7,0.0,0.0,0
NC_051049.1,11,0,0,0,2,41.94,0.63,0,31321.78,0.0,0.0,0
NC_051044.1,79,2,0,31,7,41.82,0.75,0,34040.64,0.01,0.0,0
NC_007232.1,0,0,0,25,13,30.51,9.58,1,5.96,41.96,21.82,1
NC_051845.1,0,1,1,25,25,14.02,26.07,1,30.64,8.16,8.16,1
NW_024070076.1,0,0,0,25,0,43.25,3.16,0,3.1,80.7,0.0,0
NC_011904.2,5,3,1,50,40,39.73,0.36,0,1030.97,0.48,0.39,0
NC_011909.2,2,3,3,0,51,38.88,1.21,0,1888.04,0.0,0.27,0
NC_011911.2,3,3,1,29,77,38.77,1.32,0,1481.3,0.2,0.52,0
NC_011905.2,1,0,0,25,52,39.63,0.46,0,1125.18,0.22,0.46,0
NC_011902.2,4,3,2,20,0,39.59,0.51,0,880.99,0.23,0.0,0
